Area,Baths,Bedrooms,Location,Price,Purpose,Type
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,4.95 Crore",For Sale,House
120 Sq. Yd.,4,4,"Scheme 33, Karachi, Sindh","PKR,2.25 Crore",For Sale,House
120 Sq. Yd.,6,5,"North Karachi, Karachi, Sindh","PKR,1.82 Crore",For Sale,House
120 Sq. Yd.,4,4,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,2.5 Crore",For Sale,House
500 Sq. Yd.,6,5,"Bahria Town Karachi, Karachi, Sindh","PKR,4.9 Crore",For Sale,House
120 Sq. Yd.,-,-,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,2 Crore",For Sale,House
250 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,7 Crore",For Sale,House
500 Sq. Yd.,5,5,"Malir, Karachi, Sindh","PKR,9.75 Crore",For Sale,House
500 Sq. Yd.,5,5,"Malir, Karachi, Sindh","PKR,9.6 Crore",For Sale,House
120 Sq. Yd.,4,4,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,2.4 Crore",For Sale,House
120 Sq. Yd.,4,4,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,3.25 Crore",For Sale,House
200 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,2.1 Crore",For Sale,House
125 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.5 Crore",For Sale,House
152 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,2.1 Crore",For Sale,House
830 Sq. Yd.,6,6,"Federal B Area, Karachi, Sindh","PKR,13.5 Crore",For Sale,House
240 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,6.6 Crore",For Sale,House
200 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.6 Crore",For Sale,House
600 Sq. Yd.,8,7,"North Karachi, Karachi, Sindh","PKR,9 Crore",For Sale,House
120 Sq. Yd.,5,4,"Naya Nazimabad, Karachi, Sindh","PKR,2.85 Crore",For Sale,House
350 Sq. Yd.,5,5,"Zamzama, Karachi, Sindh","PKR,20.5 Crore",For Sale,House
120 Sq. Yd.,4,4,"Naya Nazimabad, Karachi, Sindh","PKR,2.47 Crore",For Sale,House
375 Sq. Yd.,5,5,"Cantt, Karachi, Sindh","PKR,7.75 Crore",For Sale,House
350 Sq. Yd.,4,4,"Bahria Town Karachi, Karachi, Sindh","PKR,2 Crore",For Sale,House
500 Sq. Yd.,5,5,"Malir, Karachi, Sindh","PKR,11 Crore",For Sale,House
500 Sq. Yd.,6,5,"Falcon Complex Faisal, Karachi, Sindh","PKR,24 Crore",For Sale,House
500 Sq. Yd.,5,5,"Malir, Karachi, Sindh","PKR,9.35 Crore",For Sale,House
120 Sq. Yd.,4,4,"Gadap Town, Karachi, Sindh","PKR,1.85 Crore",For Sale,House
200 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.85 Crore",For Sale,House
200 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.78 Crore",For Sale,House
235 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.52 Crore",For Sale,House
235 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.65 Crore",For Sale,House
152 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.45 Crore",For Sale,House
152 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.6 Crore",For Sale,House
350 Sq. Yd.,4,4,"Bahria Town Karachi, Karachi, Sindh","PKR,2 Crore",For Sale,House
350 Sq. Yd.,5,5,"Northern Bypass, Karachi, Sindh","PKR,7.7 Crore",For Sale,House
125 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.35 Crore",For Sale,House
152 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.45 Crore",For Sale,House
152 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.9 Crore",For Sale,House
500 Sq. Yd.,5,5,"Bahria Town Karachi, Karachi, Sindh","PKR,4.7 Crore",For Sale,House
235 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.52 Crore",For Sale,House
152 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.6 Crore",For Sale,House
550 Sq. Yd.,6,5,"Cantt, Karachi, Sindh","PKR,14 Crore",For Sale,House
500 Sq. Yd.,5,5,"DHA Defence, Karachi, Sindh","PKR,7.5 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,14 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,15.5 Crore",For Sale,House
550 Sq. Yd.,6,8,"Cantt, Karachi, Sindh","PKR,14.25 Crore",For Sale,House
550 Sq. Yd.,6,6,"Cantt, Karachi, Sindh","PKR,19 Crore",For Sale,House
550 Sq. Yd.,3,3,"Cantt, Karachi, Sindh","PKR,9.25 Crore",For Sale,House
550 Sq. Yd.,6,6,"Cantt, Karachi, Sindh","PKR,9.75 Crore",For Sale,House
235 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.65 Crore",For Sale,House
550 Sq. Yd.,6,6,"Cantt, Karachi, Sindh","PKR,13 Crore",For Sale,House
200 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.78 Crore",For Sale,House
500 Sq. Yd.,5,5,"Bahria Town Karachi, Karachi, Sindh","PKR,4.7 Crore",For Sale,House
500 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
550 Sq. Yd.,6,5,"Cantt, Karachi, Sindh","PKR,10.5 Crore",For Sale,House
500 Sq. Yd.,4,4,"Bahria Town Karachi, Karachi, Sindh","PKR,5.6 Crore",For Sale,House
120 Sq. Yd.,4,4,"North Karachi, Karachi, Sindh","PKR,2.35 Crore",For Sale,House
"1,000 Sq. Yd.",6,6,"DHA Defence, Karachi, Sindh","PKR,36 Crore",For Sale,House
"2,000 Sq. Yd.",6,10,"Jamshed Town, Karachi, Sindh","PKR,37 Crore",For Sale,House
120 Sq. Yd.,4,4,"North Karachi, Karachi, Sindh","PKR,2 Crore",For Sale,House
120 Sq. Yd.,4,5,"Jamshed Town, Karachi, Sindh","PKR,5.25 Crore",For Sale,House
350 Sq. Yd.,4,4,"Malir, Karachi, Sindh","PKR,7.8 Crore",For Sale,House
500 Sq. Yd.,5,5,"Malir, Karachi, Sindh","PKR,9.8 Crore",For Sale,House
375 Sq. Yd.,6,5,"Cantt, Karachi, Sindh","PKR,7.7 Crore",For Sale,House
325 Sq. Yd.,6,6,"Tipu Sultan Road, Karachi, Sindh","PKR,13.5 Crore",For Sale,House
500 Sq. Yd.,5,5,"Malir, Karachi, Sindh","PKR,8.85 Crore",For Sale,House
150 Sq. Yd.,4,4,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,3.4 Crore",For Sale,House
120 Sq. Yd.,4,4,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,2.75 Crore",For Sale,House
150 Sq. Yd.,4,4,"North Karachi, Karachi, Sindh","PKR,3.5 Crore",For Sale,House
120 Sq. Yd.,5,4,"Gadap Town, Karachi, Sindh","PKR,1.95 Crore",For Sale,House
400 Sq. Yd.,3,3,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,5.5 Crore",For Sale,House
240 Sq. Yd.,6,6,"Gadap Town, Karachi, Sindh","PKR,3.15 Crore",For Sale,House
120 Sq. Yd.,-,-,"Gadap Town, Karachi, Sindh","PKR,1.25 Crore",For Sale,House
120 Sq. Yd.,4,4,"Gadap Town, Karachi, Sindh","PKR,1.7 Crore",For Sale,House
400 Sq. Yd.,6,9,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,8.1 Crore",For Sale,House
300 Sq. Yd.,6,6,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,5 Crore",For Sale,House
200 Sq. Yd.,3,3,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,4.5 Crore",For Sale,House
120 Sq. Yd.,-,-,"Gadap Town, Karachi, Sindh","PKR,1.26 Crore",For Sale,House
120 Sq. Yd.,4,4,"Scheme 33, Karachi, Sindh","PKR,2.5 Crore",For Sale,House
300 Sq. Yd.,5,4,"DHA Defence, Karachi, Sindh","PKR,7.25 Crore",For Sale,House
500 Sq. Yd.,5,5,"Bahria Town Karachi, Karachi, Sindh","PKR,4 Crore",For Sale,House
300 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,7 Crore",For Sale,House
500 Sq. Yd.,-,6,"DHA Defence, Karachi, Sindh","PKR,12.5 Crore",For Sale,House
120 Sq. Yd.,4,4,"North Karachi, Karachi, Sindh","PKR,2.2 Crore",For Sale,House
120 Sq. Yd.,3,3,"Naya Nazimabad, Karachi, Sindh","PKR,2.75 Crore",For Sale,House
80 Sq. Yd.,4,3,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,1.8 Crore",For Sale,House
720 Sq. Yd.,6,8,"Cantt, Karachi, Sindh","PKR,13 Crore",For Sale,House
500 Sq. Yd.,6,5,"Cantt, Karachi, Sindh","PKR,8.65 Crore",For Sale,House
240 Sq. Yd.,5,5,"North Karachi, Karachi, Sindh","PKR,3.4 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,22 Crore",For Sale,House
350 Sq. Yd.,4,4,"Malir, Karachi, Sindh","PKR,8.05 Crore",For Sale,House
500 Sq. Yd.,6,5,"Falcon Complex Faisal, Karachi, Sindh","PKR,23 Crore",For Sale,House
500 Sq. Yd.,6,5,"Bahria Town Karachi, Karachi, Sindh","PKR,4.1 Crore",For Sale,House
900 Sq. Yd.,6,8,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,9 Crore",For Sale,House
375 Sq. Yd.,5,5,"Cantt, Karachi, Sindh","PKR,7.8 Crore",For Sale,House
125 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.25 Crore",For Sale,House
250 Sq. Yd.,4,4,"Bahria Town Karachi, Karachi, Sindh","PKR,3.05 Crore",For Sale,House
"1,008 Sq. Yd.",6,6,"KDA Scheme 1, Karachi, Sindh","PKR,31 Crore",For Sale,House
500 Sq. Yd.,6,8,"North Nazimabad, Karachi, Sindh","PKR,10 Crore",For Sale,House
650 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,15 Crore",For Sale,House
"1,000 Sq. Yd.",6,6,"DHA Defence, Karachi, Sindh","PKR,20.8 Crore",For Sale,House
400 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,10 Crore",For Sale,House
300 Sq. Yd.,5,5,"DHA Defence, Karachi, Sindh","PKR,11.4 Crore",For Sale,House
850 Sq. Yd.,3,3,"North Nazimabad, Karachi, Sindh","PKR,15 Crore",For Sale,House
375 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
600 Sq. Yd.,3,3,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,10 Crore",For Sale,House
400 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,8.25 Crore",For Sale,House
100 Sq. Yd.,5,4,"DHA Defence, Karachi, Sindh","PKR,4.2 Crore",For Sale,House
700 Sq. Yd.,6,8,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,12 Crore",For Sale,House
240 Sq. Yd.,6,9,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,6.25 Crore",For Sale,House
240 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,7.5 Crore",For Sale,House
600 Sq. Yd.,4,4,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,9.5 Crore",For Sale,House
200 Sq. Yd.,6,9,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,7 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,12.5 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,12.5 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,10.8 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,11.75 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,10.8 Crore",For Sale,House
175 Sq. Yd.,5,5,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,3.25 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,9.75 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,8 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,10.8 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,10.5 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,9.75 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,10.5 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,7.6 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,7.75 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,7.9 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,10.5 Crore",For Sale,House
375 Sq. Yd.,5,5,"Cantt, Karachi, Sindh","PKR,7.5 Crore",For Sale,House
500 Sq. Yd.,-,6,"DHA Defence, Karachi, Sindh","PKR,8.3 Crore",For Sale,House
120 Sq. Yd.,4,4,"Scheme 33, Karachi, Sindh","PKR,1.76 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,12.5 Crore",For Sale,House
500 Sq. Yd.,5,5,"Bahria Town Karachi, Karachi, Sindh","PKR,3.9 Crore",For Sale,House
250 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
240 Sq. Yd.,-,-,"Scheme 33, Karachi, Sindh","PKR,3.5 Crore",For Sale,House
125 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.38 Crore",For Sale,House
152 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.35 Crore",For Sale,House
200 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.7 Crore",For Sale,House
272 Sq. Yd.,5,5,"Bahria Town Karachi, Karachi, Sindh","PKR,3.25 Crore",For Sale,House
500 Sq. Yd.,5,5,"Bahria Town Karachi, Karachi, Sindh","PKR,4 Crore",For Sale,House
120 Sq. Yd.,6,6,"Gadap Town, Karachi, Sindh","PKR,2.15 Crore",For Sale,House
120 Sq. Yd.,4,4,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,3.25 Crore",For Sale,House
235 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.45 Crore",For Sale,House
125 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.45 Crore",For Sale,House
150 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
500 Sq. Yd.,5,5,"Cantt, Karachi, Sindh","PKR,9.3 Crore",For Sale,House
"1,000 Sq. Yd.",6,6,"DHA Defence, Karachi, Sindh","PKR,28 Crore",For Sale,House
517 Sq. Yd.,4,3,"DHA Defence, Karachi, Sindh","PKR,9 Crore",For Sale,House
100 Sq. Yd.,4,3,"DHA Defence, Karachi, Sindh","PKR,4.25 Crore",For Sale,House
125 Sq. Yd.,,3,,"PKR,1.5 Crore,PKR,14.99 Lakh,PKR,2.81 Lakh","Bahria Town Karachi 2, Karachi, Sindh",House
125 Sq. Yd.,5,4,"Bahria Town Karachi, Karachi, Sindh","PKR,1.58 Crore",For Sale,House
120 Sq. Yd.,5,4,"North Nazimabad, Karachi, Sindh","PKR,1.8 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,11.75 Crore",For Sale,House
120 Sq. Yd.,3,3,"Scheme 33, Karachi, Sindh","PKR,2.1 Crore",For Sale,House
500 Sq. Yd.,6,5,"DHA Defence, Karachi, Sindh","PKR,17 Crore",For Sale,House
152 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.2 Crore",For Sale,House
120 Sq. Yd.,3,For Sale,"University Road, Karachi, Sindh","PKR,1.55 Crore",,House
250 Sq. Yd.,6,5,"Bahria Town Karachi, Karachi, Sindh","PKR,3.45 Crore",For Sale,House
120 Sq. Yd.,3,3,"University Road, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
120 Sq. Yd.,3,3,"University Road, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
120 Sq. Yd.,3,3,"University Road, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
120 Sq. Yd.,3,3,"University Road, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
120 Sq. Yd.,3,3,"University Road, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
120 Sq. Yd.,3,3,"University Road, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
120 Sq. Yd.,3,3,"University Road, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
120 Sq. Yd.,3,3,"University Road, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
120 Sq. Yd.,3,3,"University Road, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
120 Sq. Yd.,3,3,"University Road, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
120 Sq. Yd.,3,3,"University Road, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
120 Sq. Yd.,3,3,"University Road, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
120 Sq. Yd.,3,3,"University Road, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
120 Sq. Yd.,3,3,"University Road, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
120 Sq. Yd.,3,3,"University Road, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
240 Sq. Yd.,-,-,"Naya Nazimabad, Karachi, Sindh","PKR,4.75 Crore",For Sale,House
120 Sq. Yd.,6,6,"Gadap Town, Karachi, Sindh","PKR,1.48 Crore",For Sale,House
200 Sq. Yd.,-,-,"Defence View Society, Karachi, Sindh","PKR,3.5 Crore",For Sale,House
120 Sq. Yd.,-,-,"Defence View Society, Karachi, Sindh","PKR,2.5 Crore",For Sale,House
120 Sq. Yd.,-,-,"Defence View Society, Karachi, Sindh","PKR,2.25 Crore",For Sale,House
120 Sq. Yd.,-,-,"Defence View Society, Karachi, Sindh","PKR,1.45 Crore",For Sale,House
120 Sq. Yd.,"Defence View Society, Karachi, Sindh",For Sale,,"PKR,1.45 Crore",,House
250 Sq. Yd.,4,4,"Clifton, Karachi, Sindh","PKR,8 Crore",For Sale,House
120 Sq. Yd.,-,-,"Defence View Society, Karachi, Sindh","PKR,2.5 Crore",For Sale,House
300 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,8 Crore",For Sale,House
120 Sq. Yd.,-,-,"Defence View Society, Karachi, Sindh","PKR,2.25 Crore",For Sale,House
200 Sq. Yd.,-,-,"Defence View Society, Karachi, Sindh","PKR,3.5 Crore",For Sale,House
240 Sq. Yd.,6,6,"Naya Nazimabad, Karachi, Sindh","PKR,4.75 Crore",For Sale,House
500 Sq. Yd.,6,5,"DHA Defence, Karachi, Sindh","PKR,10 Crore",For Sale,House
240 Sq. Yd.,6,6,"Naya Nazimabad, Karachi, Sindh","PKR,5 Crore",For Sale,House
"1,000 Sq. Yd.",6,6,"DHA Defence, Karachi, Sindh","PKR,19 Crore",For Sale,House
666 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,16 Crore",For Sale,House
250 Sq. Yd.,5,4,"Clifton, Karachi, Sindh","PKR,8 Crore",For Sale,House
120 Sq. Yd.,5,5,"DHA Defence, Karachi, Sindh","PKR,4.65 Crore",For Sale,House
500 Sq. Yd.,5,5,"DHA Defence, Karachi, Sindh","PKR,8.5 Crore",For Sale,House
600 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,17.5 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,8 Crore",For Sale,House
,5,5,"Malir, Karachi, Sindh","PKR,10.8 Crore",For Sale,House
375 Sq. Yd.,"Cantt, Karachi, Sindh",For Sale,,"PKR,7.5 Crore",,
200 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,2.35 Crore",For Sale,House
500 Sq. Yd.,5,5,"Malir, Karachi, Sindh","PKR,9 Crore",For Sale,House
240 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,5.25 Crore",For Sale,House
250 Sq. Yd.,5,4,"DHA Defence, Karachi, Sindh","PKR,6.2 Crore",For Sale,House
300 Sq. Yd.,5,4,"DHA Defence, Karachi, Sindh","PKR,7.5 Crore",For Sale,House
80 Sq. Yd.,3,3,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,1.8 Crore",For Sale,House
400 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,7.5 Crore",For Sale,House
300 Sq. Yd.,5,4,"DHA Defence, Karachi, Sindh","PKR,7 Crore",For Sale,House
300 Sq. Yd.,6,5,"DHA Defence, Karachi, Sindh","PKR,7.25 Crore",For Sale,House
233 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,4.5 Crore",For Sale,House
200 Sq. Yd.,7,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,3.5 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,12.75 Crore",For Sale,House
350 Sq. Yd.,5,5,"Zamzama, Karachi, Sindh","PKR,23 Crore",For Sale,House
600 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,13 Crore",For Sale,House
416 Sq. Yd.,6,8,"North Nazimabad, Karachi, Sindh","PKR,12 Crore",For Sale,House
120 Sq. Yd.,4,5,"Scheme 33, Karachi, Sindh","PKR,2.1 Crore",For Sale,House
233 Sq. Yd.,6,6,"North Nazimabad, Karachi, Sindh","PKR,4.8 Crore",For Sale,House
800 Sq. Yd.,6,6,"Zamzama, Karachi, Sindh","PKR,65 Crore",For Sale,House
120 Sq. Yd.,2,2,"KN Gohar Green City, Karachi, Sindh","PKR,1.55 Crore",For Sale,House
240 Sq. Yd.,6,6,"Scheme 33, Karachi, Sindh","PKR,4.25 Crore",For Sale,House
400 Sq. Yd.,6,8,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,8.5 Crore",For Sale,House
120 Sq. Yd.,6,9,"Gadap Town, Karachi, Sindh","PKR,2.34 Crore",For Sale,House
500 Sq. Yd.,5,5,"Malir, Karachi, Sindh","PKR,10.4 Crore",For Sale,House
152 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.7 Crore",For Sale,House
400 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,8.65 Crore",For Sale,House
400 Sq. Yd.,-,9,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,7.15 Crore",For Sale,House
400 Sq. Yd.,4,3,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,7.3 Crore",For Sale,House
240 Sq. Yd.,6,9,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,9 Crore",For Sale,House
272 Sq. Yd.,6,5,"Bahria Town Karachi, Karachi, Sindh","PKR,3.9 Crore",For Sale,House
125 Sq. Yd.,5,6,"Shah Faisal Town, Karachi, Sindh","PKR,2.8 Crore",For Sale,House
61 Sq. Yd.,-,-,"Bahria Town Karachi, Karachi, Sindh","PKR,50 Lakh",For Sale,House
235 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.5 Crore",For Sale,House
350 Sq. Yd.,-,-,"Bahria Town Karachi, Karachi, Sindh","PKR,2.5 Crore",For Sale,House
500 Sq. Yd.,-,-,"DHA Defence, Karachi, Sindh","PKR,12 Crore",For Sale,House
260 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,6.25 Crore",For Sale,House
300 Sq. Yd.,-,-,"DHA Defence, Karachi, Sindh","PKR,11.5 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,12.5 Crore",For Sale,House
500 Sq. Yd.,-,-,"DHA Defence, Karachi, Sindh","PKR,10.5 Crore",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,13.5 Crore",For Sale,House
500 Sq. Yd.,6,5,"DHA Defence, Karachi, Sindh","PKR,21 Crore",For Sale,House
500 Sq. Yd.,6,5,"DHA Defence, Karachi, Sindh","PKR,9.75 Crore",For Sale,House
500 Sq. Yd.,-,-,"DHA Defence, Karachi, Sindh","PKR,21 Crore",For Sale,House
"1,000 Sq. Yd.",6,-,"DHA Defence, Karachi, Sindh","PKR,26 Crore",For Sale,House
500 Sq. Yd.,5,5,"Malir, Karachi, Sindh","PKR,10.5 Crore",For Sale,House
500 Sq. Yd.,5,5,"Malir, Karachi, Sindh","PKR,9.5 Crore",For Sale,House
"1,000 Sq. Yd.",-,8,"DHA Defence, Karachi, Sindh","PKR,14 Crore",For Sale,House
"1,000 Sq. Yd.",6,9,"DHA Defence, Karachi, Sindh","PKR,23 Crore",For Sale,House
"1,500 Sq. Yd.",-,-,"Clifton, Karachi, Sindh","PKR,45 Crore",For Sale,House
125 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.38 Crore",For Sale,House
120 Sq. Yd.,5,4,"Scheme 33, Karachi, Sindh","PKR,1.9 Crore",For Sale,House
250 Sq. Yd.,6,5,"DHA Defence, Karachi, Sindh","PKR,6.5 Crore",For Sale,House
120 Sq. Yd.,3,2,"Scheme 33, Karachi, Sindh","PKR,2.15 Crore",For Sale,House
300 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,7.25 Crore",For Sale,House
240 Sq. Yd.,6,6,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,5.35 Crore",For Sale,House
100 Sq. Yd.,4,4,"DHA Defence, Karachi, Sindh","PKR,4.15 Crore",For Sale,House
200 Sq. Yd.,3,3,"Bahria Town Karachi, Karachi, Sindh","PKR,1.75 Crore",For Sale,House
120 Sq. Yd.,5,4,"Gulshan-e-Iqbal Town, Karachi, Sindh","PKR,3.25 Crore",For Sale,House
375 Sq. Yd.,5,5,"Cantt, Karachi, Sindh","PKR,9.1 Crore",For Sale,House
375 Sq. Yd.,5,5,"Cantt, Karachi, Sindh","PKR,8.1 Crore",For Sale,House
65 Sq. Yd.,-,-,"Gadap Town, Karachi, Sindh","PKR,85 Lakh",For Sale,House
500 Sq. Yd.,6,6,"DHA Defence, Karachi, Sindh","PKR,10.5 Crore",For Sale,House
161 Sq. Yd.,3,3,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,1.58 Crore",For Sale,House
240 Sq. Yd.,4,4,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,4.75 Crore",For Sale,House
120 Sq. Yd.,6,6,"Gulistan-e-Jauhar, Karachi, Sindh","PKR,2.35 Crore",For Sale,House
375 Sq. Yd.,5,5,"Cantt, Karachi, Sindh","PKR,9.1 Crore",For Sale,House
375 Sq. Yd.,5,5,"Cantt, Karachi, Sindh","PKR,7.65 Crore",For Sale,House
375 Sq. Yd.,5,5,"Cantt, Karachi, Sindh","PKR,7.9 Crore",For Sale,House
427 Sq. Yd.,5,5,"Cantt, Karachi, Sindh","PKR,9.65 Crore",For Sale,House
